name,party_id,startDate,endDate
אילן גילאון,909,2015-03-31T00:00:00,2019-04-30T00:00:00
שרון גל,905,2015-03-31T00:00:00,2015-09-04T00:00:00
זהבה גלאון,909,2015-03-31T00:00:00,2017-10-22T00:00:00
יואב גלנט,906,2015-03-31T00:00:00,2019-01-02T00:00:00
גילה גמליאל,882,2015-03-31T00:00:00,2019-04-30T00:00:00
מסעוד גנאים,903,2015-03-31T00:00:00,2019-04-30T00:00:00
משה גפני,908,2015-03-31T00:00:00,2019-01-09T00:00:00
משה גפני,1055,2019-01-09T00:00:00,2019-04-30T00:00:00
יעל גרמן,904,2015-03-31T00:00:00,2019-04-30T00:00:00
אבי דיכטר,882,2015-03-31T00:00:00,2019-04-30T00:00:00
דני דנון,882,2015-03-31T00:00:00,2015-08-27T00:00:00
אריה מכלוף דרעי,910,2015-03-31T00:00:00,2016-11-02T00:00:00
צחי הנגבי,882,2015-03-31T00:00:00,2019-04-30T00:00:00
יצחק הרצוג,902,2015-03-31T00:00:00,2018-07-31T00:00:00
אברהם וורצמן,907,2015-12-03T00:00:00,2015-12-06T00:00:00
יצחק וקנין,910,2015-03-31T00:00:00,2019-04-30T00:00:00
מכלוף מיקי זוהר,882,2015-03-31T00:00:00,2019-04-30T00:00:00
חנין זועבי,903,2015-03-31T00:00:00,2019-04-30T00:00:00
ג'מאל זחאלקה,903,2015-03-31T00:00:00,2019-04-30T00:00:00
תמר זנדברג,909,2015-03-31T00:00:00,2019-04-30T00:00:00
עבד אל חכים חאג' יחיא,903,2015-03-31T00:00:00,2019-04-30T00:00:00
ציפי חוטובלי,882,2015-03-31T00:00:00,2019-04-30T00:00:00
אורן אסף חזן,882,2015-03-31T00:00:00,2019-04-30T00:00:00
דב חנין,903,2015-03-31T00:00:00,2019-04-30T00:00:00
אכרם חסון,906,2016-01-29T00:00:00,2019-04-30T00:00:00
יואל חסון,902,2015-03-31T00:00:00,2019-01-01T00:00:00
יואל חסון,915,2019-01-01T00:00:00,2019-04-30T00:00:00
אחמד טיבי,903,2015-03-31T00:00:00,2019-01-09T00:00:00
אחמד טיבי,1057,2019-01-09T00:00:00,2019-04-30T00:00:00
רוברט טיבייב,902,2018-07-31T00:00:00,2019-01-01T00:00:00
רוברט טיבייב,914,2019-01-01T00:00:00,2019-04-30T00:00:00
מנואל טרכטנברג,902,2015-03-31T00:00:00,2017-10-03T00:00:00
מרדכי יוגב,907,2015-03-31T00:00:00,2019-04-30T00:00:00
יוסי יונה,902,2015-03-31T00:00:00,2019-01-01T00:00:00
יוסי יונה,914,2019-01-01T00:00:00,2019-04-30T00:00:00
שלי יחימוביץ',902,2015-03-31T00:00:00,2019-01-01T00:00:00
שלי יחימוביץ',914,2019-01-01T00:00:00,2019-04-30T00:00:00
חיים ילין,904,2015-03-31T00:00:00,2019-04-30T00:00:00
משה יעלון,882,2015-03-31T00:00:00,2016-05-23T00:00:00
איתן כבל,902,2015-03-31T00:00:00,2019-01-01T00:00:00
איתן כבל,914,2019-01-01T00:00:00,2019-04-30T00:00:00
אלי כהן,906,2015-03-31T00:00:00,2019-04-30T00:00:00
יצחק כהן,910,2015-03-31T00:00:00,2018-02-22T00:00:00
מאיר כהן,904,2015-03-31T00:00:00,2019-04-30T00:00:00
משה כחלון,906,2015-03-31T00:00:00,2016-01-29T00:00:00
חיים כץ,882,2015-03-31T00:00:00,2019-04-30T00:00:00
ישראל כץ,882,2015-03-31T00:00:00,2019-04-30T00:00:00
עליזה לביא,904,2015-03-31T00:00:00,2019-04-30T00:00:00
ציפי לבני,902,2015-03-31T00:00:00,2019-01-01T00:00:00
ציפי לבני,915,2019-01-01T00:00:00,2019-04-30T00:00:00
ז'קי לוי,882,2015-03-31T00:00:00,2018-11-18T00:00:00
מיקי לוי,904,2015-03-31T00:00:00,2019-04-30T00:00:00
אורלי לוי אבקסיס,905,2015-03-31T00:00:00,2017-03-15T00:00:00
אורלי לוי אבקסיס,913,2017-03-15T00:00:00,2019-04-30T00:00:00
יריב לוין,882,2015-03-31T00:00:00,2019-04-30T00:00:00
אביגדור ליברמן,905,2015-03-31T00:00:00,2016-06-01T00:00:00
אביגדור ליברמן,905,2018-11-18T00:00:00,2019-04-30T00:00:00
יעקב ליצמן,908,2015-03-31T00:00:00,2019-01-09T00:00:00
יעקב ליצמן,1056,2019-01-09T00:00:00,2019-04-30T00:00:00
סופה לנדבר,905,2015-03-31T00:00:00,2019-04-30T00:00:00
יאיר לפיד,904,2015-03-31T00:00:00,2019-04-30T00:00:00
ינון מגל,907,2015-03-31T00:00:00,2015-12-03T00:00:00
מנחם אליעזר מוזס,908,2015-03-31T00:00:00,2019-01-09T00:00:00
מנחם אליעזר מוזס,1056,2019-01-09T00:00:00,2019-04-30T00:00:00
שולי מועלם-רפאלי,907,2015-10-09T00:00:00,2018-12-30T00:00:00
שולי מועלם-רפאלי,916,2018-12-30T00:00:00,2019-04-30T00:00:00
ירון מזוז,882,2015-03-31T00:00:00,2019-04-30T00:00:00
משה מזרחי,902,2018-10-18T00:00:00,2019-01-01T00:00:00
משה מזרחי,914,2019-01-01T00:00:00,2019-04-30T00:00:00
מרב מיכאלי,902,2015-03-31T00:00:00,2019-01-01T00:00:00
מרב מיכאלי,914,2019-01-01T00:00:00,2019-04-30T00:00:00
יוליה מלינובסקי,905,2016-06-01T00:00:00,2018-11-18T00:00:00
אורי מקלב,908,2015-03-31T00:00:00,2019-01-09T00:00:00
אורי מקלב,1055,2019-01-09T00:00:00,2019-04-30T00:00:00
יעקב מרגי,910,2015-03-31T00:00:00,2019-04-30T00:00:00
אראל מרגלית,902,2015-03-31T00:00:00,2017-10-06T00:00:00
אברהם נגוסה,882,2015-03-31T00:00:00,2019-04-30T00:00:00
משולם נהרי,910,2015-03-31T00:00:00,2016-01-24T00:00:00
משולם נהרי,910,2017-09-20T00:00:00,2019-04-30T00:00:00
איילת נחמיאס ורבין,902,2015-03-31T00:00:00,2019-01-01T00:00:00
איילת נחמיאס ורבין,914,2019-01-01T00:00:00,2019-04-30T00:00:00
בנימין נתניהו,882,2015-03-31T00:00:00,2019-04-30T00:00:00
קסניה סבטלובה,902,2015-03-31T00:00:00,2019-01-01T00:00:00
קסניה סבטלובה,915,2019-01-01T00:00:00,2019-04-30T00:00:00
רויטל סויד,902,2015-03-31T00:00:00,2019-01-01T00:00:00
רויטל סויד,914,2019-01-01T00:00:00,2019-04-30T00:00:00
ניסן סלומינסקי,907,2015-03-31T00:00:00,2019-04-30T00:00:00
בצלאל סמוטריץ',907,2015-03-31T00:00:00,2019-04-30T00:00:00
אוסאמה סעדי,903,2015-03-31T00:00:00,2017-09-20T00:00:00
איימן עודה,903,2015-03-31T00:00:00,2019-04-30T00:00:00
רחל עזריה,906,2015-03-31T00:00:00,2019-04-30T00:00:00
דניאל עטר,902,2015-03-31T00:00:00,2015-11-25T00:00:00
חמד עמאר,905,2015-03-31T00:00:00,2019-04-30T00:00:00
רועי פולקמן,906,2015-03-31T00:00:00,2019-04-30T00:00:00
שי פירון,904,2015-03-31T00:00:00,2015-09-04T00:00:00
טלי פלוסקוב,906,2015-03-31T00:00:00,2019-04-30T00:00:00
מאיר פרוש,908,2015-03-31T00:00:00,2016-05-24T00:00:00
יעקב פרי,904,2015-03-31T00:00:00,2018-02-09T00:00:00
עיסאווי פריג',909,2015-03-31T00:00:00,2019-04-30T00:00:00
עמיר פרץ,902,2015-03-31T00:00:00,2019-01-01T00:00:00
עמיר פרץ,915,2019-01-01T00:00:00,2019-04-30T00:00:00
נורית קורן,882,2015-03-31T00:00:00,2019-04-30T00:00:00
יואב קיש,882,2015-03-31T00:00:00,2019-04-30T00:00:00
איוב קרא,882,2015-03-31T00:00:00,2019-04-30T00:00:00
מירי מרים רגב,882,2015-03-31T00:00:00,2019-04-30T00:00:00
מיכל רוזין,909,2015-03-31T00:00:00,2019-04-30T00:00:00
מיקי רוזנטל,902,2015-03-31T00:00:00,2019-01-01T00:00:00
מיקי רוזנטל,914,2019-01-01T00:00:00,2019-04-30T00:00:00
מוסי רז,909,2017-10-22T00:00:00,2019-04-30T00:00:00
יואל רזבוזוב,904,2015-03-31T00:00:00,2019-04-30T00:00:00
יפעת שאשא ביטון,906,2015-03-31T00:00:00,2019-04-30T00:00:00
יובל שטייניץ,882,2015-03-31T00:00:00,2019-04-30T00:00:00
אלעזר שטרן,904,2015-09-04T00:00:00,2019-04-30T00:00:00
נחמן שי,902,2015-03-31T00:00:00,2019-01-01T00:00:00
נחמן שי,914,2019-01-01T00:00:00,2019-04-30T00:00:00
סילבן שלום,882,2015-03-31T00:00:00,2015-12-27T00:00:00
עפר שלח,904,2015-03-31T00:00:00,2019-04-30T00:00:00
איציק שמולי,902,2015-03-31T00:00:00,2019-01-01T00:00:00
איציק שמולי,914,2019-01-01T00:00:00,2019-04-30T00:00:00
סתיו שפיר,902,2015-03-31T00:00:00,2019-01-01T00:00:00
סתיו שפיר,914,2019-01-01T00:00:00,2019-04-30T00:00:00
אילת שקד,907,2015-03-31T00:00:00,2018-12-30T00:00:00
אילת שקד,916,2018-12-30T00:00:00,2019-04-30T00:00:00
עאידה תומא סלימאן,903,2015-03-31T00:00:00,2019-04-30T00:00:00
פנינה תמנו,904,2018-02-09T00:00:00,2019-04-30T00:00:00
שמואל הלפרט,537,1988-11-21T00:00:00,1992-07-13T00:00:00
אברהם ורדיגר,537,1988-11-21T00:00:00,1992-07-13T00:00:00
אליעזר מזרחי,537,1988-11-21T00:00:00,1990-12-25T00:00:00
משה-זאב פלדמן,537,1988-11-21T00:00:00,1992-07-13T00:00:00
מנחם פרוש,537,1988-11-21T00:00:00,1992-07-13T00:00:00
ניבין אבו רחמון,903,2018-08-10T00:00:00,2019-04-30T00:00:00
ג'מעה אזברגה,903,2017-03-21T00:00:00,2019-04-30T00:00:00
ינון אזולאי,910,2018-03-14T00:00:00,2019-04-30T00:00:00
סעיד אלחרומי,903,2017-08-11T00:00:00,2019-04-30T00:00:00
אבראהים חג'אזי,903,2017-09-20T00:00:00,2017-10-25T00:00:00
ואאל יונס,903,2018-02-09T00:00:00,2018-08-10T00:00:00
אוסנת הילה מארק,882,2018-11-18T00:00:00,2019-04-30T00:00:00
פנתהון סיום,906,2019-01-02T00:00:00,2019-04-30T00:00:00
דן סיידה,910,2017-09-19T00:00:00,2017-09-20T00:00:00
דן סיידה,910,2018-02-22T00:00:00,2019-04-30T00:00:00
סאלח סעד,902,2017-10-03T00:00:00,2019-01-01T00:00:00
סאלח סעד,914,2019-01-01T00:00:00,2019-04-30T00:00:00
יוסף עטאונה,903,2017-10-25T00:00:00,2018-02-09T00:00:00
לאה פדידה,902,2017-10-06T00:00:00,2019-01-01T00:00:00
לאה פדידה,914,2019-01-01T00:00:00,2019-04-30T00:00:00
אלי אבידר,929,2019-04-30T00:00:00,2019-10-03T00:00:00
יולי יואל אדלשטיין,931,2019-04-30T00:00:00,2019-10-03T00:00:00
אמיר אוחנה,931,2019-04-30T00:00:00,2019-10-03T00:00:00
ינון אזולאי,918,2019-04-30T00:00:00,2019-10-03T00:00:00
ישראל אייכלר,928,2019-04-30T00:00:00,2019-07-10T00:00:00
ישראל אייכלר,1063,2019-07-10T00:00:00,2019-10-03T00:00:00
קארין אלהרר,917,2019-04-30T00:00:00,2019-10-03T00:00:00
זאב אלקין,931,2019-04-30T00:00:00,2019-10-03T00:00:00
דוד אמסלם,931,2019-04-30T00:00:00,2019-10-03T00:00:00
אופיר אקוניס,931,2019-04-30T00:00:00,2019-10-03T00:00:00
משה ארבל,918,2019-04-30T00:00:00,2019-10-03T00:00:00
גלעד ארדן,931,2019-04-30T00:00:00,2019-10-03T00:00:00
גבי אשכנזי,917,2019-04-30T00:00:00,2019-10-03T00:00:00
יעקב אשר,928,2019-04-30T00:00:00,2019-07-10T00:00:00
יעקב אשר,1064,2019-07-10T00:00:00,2019-10-03T00:00:00
מיכאל מרדכי ביטון,917,2019-04-30T00:00:00,2019-10-03T00:00:00
דוד ביטן,931,2019-04-30T00:00:00,2019-10-03T00:00:00
רם בן ברק,917,2019-04-30T00:00:00,2019-10-03T00:00:00
יואב בן צור,918,2019-04-30T00:00:00,2019-10-03T00:00:00
אלי בן-דהן,931,2019-04-30T00:00:00,2019-06-02T00:00:00
אלי בן-דהן,1058,2019-06-02T00:00:00,2019-09-04T00:00:00
אלי בן-דהן,923,2019-09-04T00:00:00,2019-10-03T00:00:00
אורנה ברביבאי,917,2019-04-30T00:00:00,2019-10-03T00:00:00
קרן ברק,931,2019-04-30T00:00:00,2019-10-03T00:00:00
ניר ברקת,931,2019-04-30T00:00:00,2019-10-03T00:00:00
יוסף ג'בארין,924,2019-04-30T00:00:00,2019-07-10T00:00:00
יוסף ג'בארין,1061,2019-07-10T00:00:00,2019-10-03T00:00:00
אבי גבאי,925,2019-04-30T00:00:00,2019-10-03T00:00:00
מאי גולן,931,2019-04-30T00:00:00,2019-10-03T00:00:00
אילן גילאון,926,2019-04-30T00:00:00,2019-10-03T00:00:00
איתן גינזבורג,917,2019-04-30T00:00:00,2019-10-03T00:00:00
יואב גלנט,931,2019-04-30T00:00:00,2019-10-03T00:00:00
גילה גמליאל,931,2019-04-30T00:00:00,2019-10-03T00:00:00
בנימין גנץ,917,2019-04-30T00:00:00,2019-10-03T00:00:00
משה גפני,928,2019-04-30T00:00:00,2019-07-10T00:00:00
משה גפני,1064,2019-07-10T00:00:00,2019-10-03T00:00:00
יעל גרמן,917,2019-04-30T00:00:00,2019-10-03T00:00:00
עוזי דיין,931,2019-04-30T00:00:00,2019-10-03T00:00:00
אבי דיכטר,931,2019-04-30T00:00:00,2019-10-03T00:00:00
אריה מכלוף דרעי,918,2019-04-30T00:00:00,2019-10-03T00:00:00
צבי האוזר,917,2019-04-30T00:00:00,2019-10-03T00:00:00
צחי הנגבי,931,2019-04-30T00:00:00,2019-10-03T00:00:00
יועז הנדל,917,2019-04-30T00:00:00,2019-10-03T00:00:00
שרן מרים השכל,931,2019-04-30T00:00:00,2019-10-03T00:00:00
מכלוף מיקי זוהר,931,2019-04-30T00:00:00,2019-10-03T00:00:00
אסף זמיר,917,2019-04-30T00:00:00,2019-10-03T00:00:00
תמר זנדברג,926,2019-04-30T00:00:00,2019-10-03T00:00:00
עבד אל חכים חאג' יחיא,922,2019-04-30T00:00:00,2019-06-02T00:00:00
עבד אל חכים חאג' יחיא,1059,2019-06-02T00:00:00,2019-10-03T00:00:00
ציפי חוטובלי,931,2019-04-30T00:00:00,2019-10-03T00:00:00
מיקי חיימוביץ',917,2019-04-30T00:00:00,2019-10-03T00:00:00
בועז טופורובסקי,917,2019-04-30T00:00:00,2019-10-03T00:00:00
אחמד טיבי,924,2019-04-30T00:00:00,2019-07-10T00:00:00
אחמד טיבי,1062,2019-07-10T00:00:00,2019-10-03T00:00:00
יעקב טסלר,928,2019-04-30T00:00:00,2019-07-10T00:00:00
יעקב טסלר,1063,2019-07-10T00:00:00,2019-10-03T00:00:00
חילי טרופר,917,2019-04-30T00:00:00,2019-10-03T00:00:00
דסטה גדי יברקן,917,2019-04-30T00:00:00,2019-10-03T00:00:00
מרדכי יוגב,923,2019-04-30T00:00:00,2019-10-03T00:00:00
היבה יזבק,922,2019-04-30T00:00:00,2019-06-02T00:00:00
היבה יזבק,1060,2019-06-02T00:00:00,2019-10-03T00:00:00
שלי יחימוביץ',925,2019-04-30T00:00:00,2019-10-03T00:00:00
עומר ינקלביץ',917,2019-04-30T00:00:00,2019-10-03T00:00:00
משה יעלון,917,2019-04-30T00:00:00,2019-10-03T00:00:00
אלי כהן,930,2019-04-30T00:00:00,2019-10-03T00:00:00
יצחק כהן,918,2019-04-30T00:00:00,2019-10-03T00:00:00
מאיר כהן,917,2019-04-30T00:00:00,2019-10-03T00:00:00
מירב כהן,917,2019-04-30T00:00:00,2019-10-03T00:00:00
משה כחלון,930,2019-04-30T00:00:00,2019-10-03T00:00:00
ע'דיר כמאל מריח,917,2019-04-30T00:00:00,2019-10-03T00:00:00
עופר כסיף,924,2019-04-30T00:00:00,2019-07-10T00:00:00
עופר כסיף,1061,2019-07-10T00:00:00,2019-10-03T00:00:00
אופיר כץ,931,2019-04-30T00:00:00,2019-10-03T00:00:00
ישראל כץ,931,2019-04-30T00:00:00,2019-10-03T00:00:00
יוראי להב הרצנו,917,2019-04-30T00:00:00,2019-10-03T00:00:00
מיקי לוי,917,2019-04-30T00:00:00,2019-10-03T00:00:00
יריב לוין,931,2019-04-30T00:00:00,2019-10-03T00:00:00
אביגדור ליברמן,929,2019-04-30T00:00:00,2019-10-03T00:00:00
יעקב ליצמן,928,2019-04-30T00:00:00,2019-07-10T00:00:00
יעקב ליצמן,1063,2019-07-10T00:00:00,2019-10-03T00:00:00
יאיר לפיד,917,2019-04-30T00:00:00,2019-10-03T00:00:00
אוסנת הילה מארק,931,2019-04-30T00:00:00,2019-10-03T00:00:00
פטין מולא,931,2019-04-30T00:00:00,2019-10-03T00:00:00
מרב מיכאלי,925,2019-08-01T00:00:00,2019-10-03T00:00:00
יוליה מלינובסקי,929,2019-04-30T00:00:00,2019-10-03T00:00:00
מיכאל מלכיאלי,918,2019-04-30T00:00:00,2019-10-03T00:00:00
אורי מקלב,928,2019-04-30T00:00:00,2019-07-10T00:00:00
אורי מקלב,1064,2019-07-10T00:00:00,2019-10-03T00:00:00
יעקב מרגי,918,2019-04-30T00:00:00,2019-10-03T00:00:00
משולם נהרי,918,2019-04-30T00:00:00,2019-10-03T00:00:00
אבי ניסנקורן,917,2019-04-30T00:00:00,2019-10-03T00:00:00
בנימין נתניהו,931,2019-04-30T00:00:00,2019-10-03T00:00:00
יואב סגלוביץ',917,2019-04-30T00:00:00,2019-10-03T00:00:00
יבגני סובה,929,2019-04-30T00:00:00,2019-10-03T00:00:00
אופיר סופר,923,2019-04-30T00:00:00,2019-10-03T00:00:00
עידית סילמן,923,2019-04-30T00:00:00,2019-10-03T00:00:00
בצלאל סמוטריץ',923,2019-04-30T00:00:00,2019-10-03T00:00:00
אוסאמה סעדי,924,2019-04-30T00:00:00,2019-07-10T00:00:00
אוסאמה סעדי,1062,2019-07-10T00:00:00,2019-10-03T00:00:00
גדעון סער,931,2019-04-30T00:00:00,2019-10-03T00:00:00
מנסור עבאס,922,2019-04-30T00:00:00,2019-06-02T00:00:00
מנסור עבאס,1059,2019-06-02T00:00:00,2019-10-03T00:00:00
איימן עודה,924,2019-04-30T00:00:00,2019-07-10T00:00:00
איימן עודה,1061,2019-07-10T00:00:00,2019-10-03T00:00:00
חוה אתי עטייה,931,2019-04-30T00:00:00,2019-10-03T00:00:00
רועי פולקמן,930,2019-04-30T00:00:00,2019-10-03T00:00:00
עודד פורר,929,2019-04-30T00:00:00,2019-10-03T00:00:00
יצחק פינדרוס,928,2019-04-30T00:00:00,2019-07-10T00:00:00
יצחק פינדרוס,1064,2019-07-10T00:00:00,2019-10-03T00:00:00
אורלי פרומן,917,2019-04-30T00:00:00,2019-10-03T00:00:00
מאיר פרוש,928,2019-04-30T00:00:00,2019-07-10T00:00:00
מאיר פרוש,1063,2019-07-10T00:00:00,2019-10-03T00:00:00
עיסאווי פריג',926,2019-04-30T00:00:00,2019-10-03T00:00:00
עמיר פרץ,925,2019-04-30T00:00:00,2019-10-03T00:00:00
רפי פרץ,923,2019-04-30T00:00:00,2019-10-03T00:00:00
אורית פרקש הכהן,917,2019-04-30T00:00:00,2019-10-03T00:00:00
יואב קיש,931,2019-04-30T00:00:00,2019-10-03T00:00:00
אריאל קלנר,931,2019-04-30T00:00:00,2019-10-03T00:00:00
שלמה קרעי,931,2019-04-30T00:00:00,2019-10-03T00:00:00
מירי מרים רגב,931,2019-04-30T00:00:00,2019-10-03T00:00:00
מיכל רוזין,926,2019-04-30T00:00:00,2019-10-03T00:00:00
עידן רול,917,2019-04-30T00:00:00,2019-10-03T00:00:00
טל רוסו,925,2019-04-30T00:00:00,2019-10-03T00:00:00
יואל רזבוזוב,917,2019-04-30T00:00:00,2019-10-03T00:00:00
יפעת שאשא ביטון,930,2019-04-30T00:00:00,2019-10-03T00:00:00
אלון שוסטר,917,2019-04-30T00:00:00,2019-10-03T00:00:00
אנטאנס שחאדה,922,2019-04-30T00:00:00,2019-06-02T00:00:00
אנטאנס שחאדה,1060,2019-06-02T00:00:00,2019-10-03T00:00:00
יובל שטייניץ,931,2019-04-30T00:00:00,2019-10-03T00:00:00
קטי קטרין שטרית,931,2019-04-30T00:00:00,2019-10-03T00:00:00
אלעזר שטרן,917,2019-04-30T00:00:00,2019-10-03T00:00:00
יזהר שי,917,2019-04-30T00:00:00,2019-10-03T00:00:00
מיכל שיר סגמן,931,2019-04-30T00:00:00,2019-10-03T00:00:00
עפר שלח,917,2019-04-30T00:00:00,2019-10-03T00:00:00
איציק שמולי,925,2019-04-30T00:00:00,2019-10-03T00:00:00
סתיו שפיר,925,2019-04-30T00:00:00,2019-08-01T00:00:00
רם שפע,917,2019-04-30T00:00:00,2019-10-03T00:00:00
עאידה תומא סלימאן,924,2019-04-30T00:00:00,2019-07-10T00:00:00
עאידה תומא סלימאן,1061,2019-07-10T00:00:00,2019-10-03T00:00:00
פנינה תמנו,917,2019-04-30T00:00:00,2019-10-03T00:00:00
חיים כץ,931,2019-04-30T00:00:00,2019-10-03T00:00:00
סמי אבו שחאדה,940,2019-10-03T00:00:00,2019-12-30T00:00:00
סמי אבו שחאדה,1068,2019-12-30T00:00:00,2020-03-16T00:00:00
משה אבוטבול,932,2019-10-03T00:00:00,2020-03-16T00:00:00
אלי אבידר,937,2019-10-03T00:00:00,2020-03-16T00:00:00
יולי יואל אדלשטיין,933,2019-10-03T00:00:00,2020-03-16T00:00:00
אמיר אוחנה,933,2019-10-03T00:00:00,2020-03-16T00:00:00
ינון אזולאי,932,2019-10-03T00:00:00,2020-03-16T00:00:00
ישראל אייכלר,936,2019-10-03T00:00:00,2019-12-30T00:00:00
ישראל אייכלר,1065,2019-12-30T00:00:00,2020-03-16T00:00:00
מרק איפראימוב,937,2019-10-03T00:00:00,2020-03-16T00:00:00
קארין אלהרר,938,2019-10-03T00:00:00,2020-03-16T00:00:00
סעיד אלחרומי,940,2019-10-03T00:00:00,2019-12-30T00:00:00
סעיד אלחרומי,1069,2019-12-30T00:00:00,2020-03-16T00:00:00
זאב אלקין,933,2019-10-03T00:00:00,2020-03-16T00:00:00
דוד אמסלם,933,2019-10-03T00:00:00,2020-03-16T00:00:00
אופיר אקוניס,933,2019-10-03T00:00:00,2020-03-16T00:00:00
משה ארבל,932,2019-10-03T00:00:00,2020-03-16T00:00:00
גלעד ארדן,933,2019-10-03T00:00:00,2020-03-16T00:00:00
גבי אשכנזי,938,2019-10-03T00:00:00,2020-03-16T00:00:00
יעקב אשר,936,2019-10-03T00:00:00,2019-12-30T00:00:00
יעקב אשר,1066,2019-12-30T00:00:00,2020-03-16T00:00:00
מיכאל מרדכי ביטון,938,2019-10-03T00:00:00,2020-03-16T00:00:00
דוד ביטן,933,2019-10-03T00:00:00,2020-03-16T00:00:00
רם בן ברק,938,2019-10-03T00:00:00,2020-03-16T00:00:00
יואב בן צור,932,2019-10-03T00:00:00,2020-03-16T00:00:00
נפתלי בנט,1077,2019-10-03T00:00:00,2019-10-10T00:00:00
נפתלי בנט,941,2019-10-10T00:00:00,2020-03-16T00:00:00
אורנה ברביבאי,938,2019-10-03T00:00:00,2020-03-16T00:00:00
עמר בר לב,934,2019-10-03T00:00:00,2020-03-16T00:00:00
קרן ברק,933,2019-10-03T00:00:00,2020-03-16T00:00:00
ניר ברקת,933,2019-10-03T00:00:00,2020-03-16T00:00:00
יוסף ג'בארין,940,2019-10-03T00:00:00,2019-12-30T00:00:00
יוסף ג'בארין,1067,2019-12-30T00:00:00,2020-03-16T00:00:00
יאיר גולן,939,2019-10-03T00:00:00,2020-03-16T00:00:00
אילן גילאון,939,2019-10-03T00:00:00,2020-03-16T00:00:00
איתן גינזבורג,938,2019-10-03T00:00:00,2020-03-16T00:00:00
יואב גלנט,933,2019-10-03T00:00:00,2020-03-16T00:00:00
גילה גמליאל,933,2019-10-03T00:00:00,2020-03-16T00:00:00
בנימין גנץ,938,2019-10-03T00:00:00,2020-03-16T00:00:00
משה גפני,936,2019-10-03T00:00:00,2019-12-30T00:00:00
משה גפני,1066,2019-12-30T00:00:00,2020-03-16T00:00:00
יעל גרמן,938,2019-10-03T00:00:00,2020-03-16T00:00:00
אבי דיכטר,933,2019-10-03T00:00:00,2020-03-16T00:00:00
אריה מכלוף דרעי,932,2019-10-03T00:00:00,2020-03-16T00:00:00
צבי האוזר,938,2019-10-03T00:00:00,2020-03-16T00:00:00
ניצן הורוביץ,939,2019-10-03T00:00:00,2020-03-16T00:00:00
צחי הנגבי,933,2019-10-03T00:00:00,2020-03-16T00:00:00
יועז הנדל,938,2019-10-03T00:00:00,2020-03-16T00:00:00
שרן מרים השכל,933,2019-10-03T00:00:00,2020-03-16T00:00:00
מכלוף מיקי זוהר,933,2019-10-03T00:00:00,2020-03-16T00:00:00
אסף זמיר,938,2019-10-03T00:00:00,2020-03-16T00:00:00
תמר זנדברג,939,2019-10-03T00:00:00,2020-03-16T00:00:00
ציפי חוטובלי,933,2019-10-03T00:00:00,2020-03-16T00:00:00
מיקי חיימוביץ',938,2019-10-03T00:00:00,2020-03-16T00:00:00
ווליד טאהא,940,2019-10-03T00:00:00,2019-12-30T00:00:00
ווליד טאהא,1069,2019-12-30T00:00:00,2020-03-16T00:00:00
בועז טופורובסקי,938,2019-10-03T00:00:00,2020-03-16T00:00:00
אחמד טיבי,940,2019-10-03T00:00:00,2019-12-30T00:00:00
אחמד טיבי,1070,2019-12-30T00:00:00,2020-03-16T00:00:00
יעקב טסלר,936,2019-10-03T00:00:00,2019-12-30T00:00:00
יעקב טסלר,1065,2019-12-30T00:00:00,2020-03-16T00:00:00
חילי טרופר,938,2019-10-03T00:00:00,2020-03-16T00:00:00
דסטה גדי יברקן,938,2019-10-03T00:00:00,2020-01-19T00:00:00
מרדכי יוגב,1077,2019-10-03T00:00:00,2019-10-10T00:00:00
מרדכי יוגב,935,2019-10-10T00:00:00,2020-03-16T00:00:00
היבה יזבק,940,2019-10-03T00:00:00,2019-12-30T00:00:00
היבה יזבק,1068,2019-12-30T00:00:00,2020-03-16T00:00:00
עומר ינקלביץ',938,2019-10-03T00:00:00,2020-03-16T00:00:00
משה יעלון,938,2019-10-03T00:00:00,2020-03-16T00:00:00
אלי כהן,933,2019-10-03T00:00:00,2020-03-16T00:00:00
יצחק כהן,932,2019-10-03T00:00:00,2020-03-16T00:00:00
מאיר כהן,938,2019-10-03T00:00:00,2020-03-16T00:00:00
מירב כהן,938,2019-10-03T00:00:00,2020-03-16T00:00:00
מתן כהנא,1077,2019-10-03T00:00:00,2019-10-10T00:00:00
מתן כהנא,941,2019-10-10T00:00:00,2020-03-16T00:00:00
משה כחלון,933,2019-10-03T00:00:00,2020-03-16T00:00:00
ע'דיר כמאל מריח,938,2019-10-03T00:00:00,2020-03-16T00:00:00
עופר כסיף,940,2019-10-03T00:00:00,2019-12-30T00:00:00
עופר כסיף,1067,2019-12-30T00:00:00,2020-03-16T00:00:00
אופיר כץ,933,2019-10-03T00:00:00,2020-03-16T00:00:00
חיים כץ,933,2019-10-03T00:00:00,2020-03-16T00:00:00
ישראל כץ,933,2019-10-03T00:00:00,2020-03-16T00:00:00
יוראי להב הרצנו,938,2020-01-19T00:00:00,2020-03-16T00:00:00
מיקי לוי,938,2019-10-03T00:00:00,2020-03-16T00:00:00
אורלי לוי אבקסיס,934,2019-10-03T00:00:00,2020-03-16T00:00:00
יריב לוין,933,2019-10-03T00:00:00,2020-03-16T00:00:00
אביגדור ליברמן,937,2019-10-03T00:00:00,2020-03-16T00:00:00
